story,text
ADVENTURE III. A CASE OF IDENTITY,sent them to mother. Mr. Windibank did not wish us to go. He
ADVENTURE III. A CASE OF IDENTITY,never did wish us to go anywhere. He would get quite mad if I
ADVENTURE III. A CASE OF IDENTITY,wanted so much as to join a Sunday-school treat. But this time I
ADVENTURE III. A CASE OF IDENTITY,"was set on going, and I would go; for what right had he to"
ADVENTURE III. A CASE OF IDENTITY,"prevent? He said the folk were not fit for us to know, when all"
ADVENTURE III. A CASE OF IDENTITY,father's friends were to be there. And he said that I had nothing
ADVENTURE III. A CASE OF IDENTITY,"fit to wear, when I had my purple plush that I had never so much"
ADVENTURE III. A CASE OF IDENTITY,"as taken out of the drawer. At last, when nothing else would do,"
ADVENTURE III. A CASE OF IDENTITY,"he went off to France upon the business of the firm, but we went,"
ADVENTURE III. A CASE OF IDENTITY,"mother and I, with Mr. Hardy, who used to be our foreman, and it"
ADVENTURE III. A CASE OF IDENTITY,"was there I met Mr. Hosmer Angel."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""I suppose,"" said Holmes, ""that when Mr. Windibank came back from"
ADVENTURE III. A CASE OF IDENTITY,"France he was very annoyed at your having gone to the ball."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Oh, well, he was very good about it. He laughed, I remember, and"
ADVENTURE III. A CASE OF IDENTITY,"shrugged his shoulders, and said there was no use denying"
ADVENTURE III. A CASE OF IDENTITY,"anything to a woman, for she would have her way."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""I see. Then at the gasfitters' ball you met, as I understand, a"
ADVENTURE III. A CASE OF IDENTITY,"gentleman called Mr. Hosmer Angel."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Yes, sir. I met him that night, and he called next day to ask if"
ADVENTURE III. A CASE OF IDENTITY,"we had got home all safe, and after that we met him--that is to"
ADVENTURE III. A CASE OF IDENTITY,"say, Mr. Holmes, I met him twice for walks, but after that father"
ADVENTURE III. A CASE OF IDENTITY,"came back again, and Mr. Hosmer Angel could not come to the house"
ADVENTURE III. A CASE OF IDENTITY,"any more."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""No?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Well, you know father didn't like anything of the sort. He"
ADVENTURE III. A CASE OF IDENTITY,"wouldn't have any visitors if he could help it, and he used to"
ADVENTURE III. A CASE OF IDENTITY,say that a woman should be happy in her own family circle. But
ADVENTURE III. A CASE OF IDENTITY,"then, as I used to say to mother, a woman wants her own circle to"
ADVENTURE III. A CASE OF IDENTITY,"begin with, and I had not got mine yet."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""But how about Mr. Hosmer Angel? Did he make no attempt to see"
ADVENTURE III. A CASE OF IDENTITY,"you?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Well, father was going off to France again in a week, and Hosmer"
ADVENTURE III. A CASE OF IDENTITY,wrote and said that it would be safer and better not to see each
ADVENTURE III. A CASE OF IDENTITY,"other until he had gone. We could write in the meantime, and he"
ADVENTURE III. A CASE OF IDENTITY,"used to write every day. I took the letters in in the morning, so"
ADVENTURE III. A CASE OF IDENTITY,"there was no need for father to know."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Were you engaged to the gentleman at this time?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Oh, yes, Mr. Holmes. We were engaged after the first walk that"
ADVENTURE III. A CASE OF IDENTITY,we took. Hosmer--Mr. Angel--was a cashier in an office in
ADVENTURE III. A CASE OF IDENTITY,"Leadenhall Street--and--"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""What office?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""That's the worst of it, Mr. Holmes, I don't know."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Where did he live, then?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""He slept on the premises."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""And you don't know his address?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""No--except that it was Leadenhall Street."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Where did you address your letters, then?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""To the Leadenhall Street Post Office, to be left till called"
ADVENTURE III. A CASE OF IDENTITY,for. He said that if they were sent to the office he would be
ADVENTURE III. A CASE OF IDENTITY,"chaffed by all the other clerks about having letters from a lady,"
ADVENTURE III. A CASE OF IDENTITY,"so I offered to typewrite them, like he did his, but he wouldn't"
ADVENTURE III. A CASE OF IDENTITY,"have that, for he said that when I wrote them they seemed to come"
ADVENTURE III. A CASE OF IDENTITY,"from me, but when they were typewritten he always felt that the"
ADVENTURE III. A CASE OF IDENTITY,machine had come between us. That will just show you how fond he
ADVENTURE III. A CASE OF IDENTITY,"was of me, Mr. Holmes, and the little things that he would think"
ADVENTURE III. A CASE OF IDENTITY,"of."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""It was most suggestive,"" said Holmes. ""It has long been an axiom"
ADVENTURE III. A CASE OF IDENTITY,of mine that the little things are infinitely the most important.
ADVENTURE III. A CASE OF IDENTITY,"Can you remember any other little things about Mr. Hosmer Angel?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""He was a very shy man, Mr. Holmes. He would rather walk with me"
ADVENTURE III. A CASE OF IDENTITY,"in the evening than in the daylight, for he said that he hated to"
ADVENTURE III. A CASE OF IDENTITY,be conspicuous. Very retiring and gentlemanly he was. Even his
ADVENTURE III. A CASE OF IDENTITY,voice was gentle. He'd had the quinsy and swollen glands when he
ADVENTURE III. A CASE OF IDENTITY,"was young, he told me, and it had left him with a weak throat,"
ADVENTURE III. A CASE OF IDENTITY,"and a hesitating, whispering fashion of speech. He was always"
ADVENTURE III. A CASE OF IDENTITY,"well dressed, very neat and plain, but his eyes were weak, just"
ADVENTURE III. A CASE OF IDENTITY,"as mine are, and he wore tinted glasses against the glare."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Well, and what happened when Mr. Windibank, your stepfather,"
ADVENTURE III. A CASE OF IDENTITY,"returned to France?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Mr. Hosmer Angel came to the house again and proposed that we"
ADVENTURE III. A CASE OF IDENTITY,should marry before father came back. He was in dreadful earnest
ADVENTURE III. A CASE OF IDENTITY,"and made me swear, with my hands on the Testament, that whatever"
ADVENTURE III. A CASE OF IDENTITY,happened I would always be true to him. Mother said he was quite
ADVENTURE III. A CASE OF IDENTITY,"right to make me swear, and that it was a sign of his passion."
ADVENTURE III. A CASE OF IDENTITY,Mother was all in his favour from the first and was even fonder
ADVENTURE III. A CASE OF IDENTITY,"of him than I was. Then, when they talked of marrying within the"
ADVENTURE III. A CASE OF IDENTITY,"week, I began to ask about father; but they both said never to"
ADVENTURE III. A CASE OF IDENTITY,"mind about father, but just to tell him afterwards, and mother"
ADVENTURE III. A CASE OF IDENTITY,said she would make it all right with him. I didn't quite like
ADVENTURE III. A CASE OF IDENTITY,"that, Mr. Holmes. It seemed funny that I should ask his leave, as"
ADVENTURE III. A CASE OF IDENTITY,he was only a few years older than me; but I didn't want to do
ADVENTURE III. A CASE OF IDENTITY,"anything on the sly, so I wrote to father at Bordeaux, where the"
ADVENTURE III. A CASE OF IDENTITY,"company has its French offices, but the letter came back to me on"
ADVENTURE III. A CASE OF IDENTITY,"the very morning of the wedding."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""It missed him, then?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Yes, sir; for he had started to England just before it arrived."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Ha! that was unfortunate. Your wedding was arranged, then, for"
ADVENTURE III. A CASE OF IDENTITY,"the Friday. Was it to be in church?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Yes, sir, but very quietly. It was to be at St. Saviour's, near"
ADVENTURE III. A CASE OF IDENTITY,"King's Cross, and we were to have breakfast afterwards at the St."
ADVENTURE III. A CASE OF IDENTITY,"Pancras Hotel. Hosmer came for us in a hansom, but as there were"
ADVENTURE III. A CASE OF IDENTITY,two of us he put us both into it and stepped himself into a
ADVENTURE III. A CASE OF IDENTITY,"four-wheeler, which happened to be the only other cab in the"
ADVENTURE III. A CASE OF IDENTITY,"street. We got to the church first, and when the four-wheeler"
ADVENTURE III. A CASE OF IDENTITY,"drove up we waited for him to step out, but he never did, and"
ADVENTURE III. A CASE OF IDENTITY,when the cabman got down from the box and looked there was no one
ADVENTURE III. A CASE OF IDENTITY,there! The cabman said that he could not imagine what had become
ADVENTURE III. A CASE OF IDENTITY,"of him, for he had seen him get in with his own eyes. That was"
ADVENTURE III. A CASE OF IDENTITY,"last Friday, Mr. Holmes, and I have never seen or heard anything"
ADVENTURE III. A CASE OF IDENTITY,"since then to throw any light upon what became of him."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""It seems to me that you have been very shamefully treated,"" said"
ADVENTURE III. A CASE OF IDENTITY,Holmes.
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Oh, no, sir! He was too good and kind to leave me so. Why, all"
ADVENTURE III. A CASE OF IDENTITY,"the morning he was saying to me that, whatever happened, I was to"
ADVENTURE III. A CASE OF IDENTITY,be true; and that even if something quite unforeseen occurred to
ADVENTURE III. A CASE OF IDENTITY,"separate us, I was always to remember that I was pledged to him,"
ADVENTURE III. A CASE OF IDENTITY,and that he would claim his pledge sooner or later. It seemed
ADVENTURE III. A CASE OF IDENTITY,"strange talk for a wedding-morning, but what has happened since"
ADVENTURE III. A CASE OF IDENTITY,"gives a meaning to it."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Most certainly it does. Your own opinion is, then, that some"
ADVENTURE III. A CASE OF IDENTITY,"unforeseen catastrophe has occurred to him?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Yes, sir. I believe that he foresaw some danger, or else he"
ADVENTURE III. A CASE OF IDENTITY,would not have talked so. And then I think that what he foresaw
ADVENTURE III. A CASE OF IDENTITY,"happened."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""But you have no notion as to what it could have been?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""None."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""One more question. How did your mother take the matter?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""She was angry, and said that I was never to speak of the matter"
ADVENTURE III. A CASE OF IDENTITY,"again."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""And your father? Did you tell him?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Yes; and he seemed to think, with me, that something had"
ADVENTURE III. A CASE OF IDENTITY,"happened, and that I should hear of Hosmer again. As he said,"
ADVENTURE III. A CASE OF IDENTITY,what interest could anyone have in bringing me to the doors of
ADVENTURE III. A CASE OF IDENTITY,"the church, and then leaving me? Now, if he had borrowed my"
ADVENTURE III. A CASE OF IDENTITY,"money, or if he had married me and got my money settled on him,"
ADVENTURE III. A CASE OF IDENTITY,"there might be some reason, but Hosmer was very independent about"
ADVENTURE III. A CASE OF IDENTITY,"money and never would look at a shilling of mine. And yet, what"
ADVENTURE III. A CASE OF IDENTITY,"could have happened? And why could he not write? Oh, it drives me"
ADVENTURE III. A CASE OF IDENTITY,"half-mad to think of it, and I can't sleep a wink at night."" She"
ADVENTURE III. A CASE OF IDENTITY,pulled a little handkerchief out of her muff and began to sob
ADVENTURE III. A CASE OF IDENTITY,heavily into it.
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""I shall glance into the case for you,"" said Holmes, rising, ""and"
ADVENTURE III. A CASE OF IDENTITY,I have no doubt that we shall reach some definite result. Let the
ADVENTURE III. A CASE OF IDENTITY,"weight of the matter rest upon me now, and do not let your mind"
ADVENTURE III. A CASE OF IDENTITY,"dwell upon it further. Above all, try to let Mr. Hosmer Angel"
ADVENTURE III. A CASE OF IDENTITY,"vanish from your memory, as he has done from your life."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Then you don't think I'll see him again?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""I fear not."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Then what has happened to him?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""You will leave that question in my hands. I should like an"
ADVENTURE III. A CASE OF IDENTITY,accurate description of him and any letters of his which you can
ADVENTURE III. A CASE OF IDENTITY,"spare."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""I advertised for him in last Saturday's Chronicle,"" said she."
ADVENTURE III. A CASE OF IDENTITY,"""Here is the slip and here are four letters from him."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Thank you. And your address?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""No. 31 Lyon Place, Camberwell."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Mr. Angel's address you never had, I understand. Where is your"
ADVENTURE III. A CASE OF IDENTITY,"father's place of business?"""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""He travels for Westhouse & Marbank, the great claret importers"
ADVENTURE III. A CASE OF IDENTITY,"of Fenchurch Street."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""Thank you. You have made your statement very clearly. You will"
ADVENTURE III. A CASE OF IDENTITY,"leave the papers here, and remember the advice which I have given"
ADVENTURE III. A CASE OF IDENTITY,"you. Let the whole incident be a sealed book, and do not allow it"
ADVENTURE III. A CASE OF IDENTITY,"to affect your life."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"""You are very kind, Mr. Holmes, but I cannot do that. I shall be"
ADVENTURE III. A CASE OF IDENTITY,"true to Hosmer. He shall find me ready when he comes back."""
ADVENTURE III. A CASE OF IDENTITY,NA
ADVENTURE III. A CASE OF IDENTITY,"For all the preposterous hat and the vacuous face, there was"
ADVENTURE III. A CASE OF IDENTITY,something noble in the simple faith of our visitor which
ADVENTURE III. A CASE OF IDENTITY,compelled our respect. She laid her little bundle of papers upon
ADVENTURE III. A CASE OF IDENTITY,"the table and went her way, with a promise to come again whenever"
